Genes with Zero Fragment:

pseudo_name pseudo_chr pseudo_strand pseudo_start pseudo_end pseudo_size pseudo_fragment pseudo_fpkm pseudo_primary_fragment pseudo_secondary_fragment parent_name parent_chr parent_strand parent_start parent_end parent_size parent_fragment parent_fpkm parent_primary_fragment parent_secondary_fragment pseudo_type
13393 PGOHUM00000249240 chr8 - 12198935 12199096 162 0 0 0 0 ENSP00000333234_ENST00000328698 chr11 + 71544245 71548607 222 0 0 0 0 Processed
13396 PGOHUM00000249243 chr8 - 12250762 12250978 217 0 0 0 0 ENSP00000382951_ENST00000400079 chr8 - 12168470 12175824 240 0 0 0 0 Ambiguous
13410 PGOHUM00000249251 chr8 - 13210905 13211116 212 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Ambiguous
13419 PGOHUM00000249260 chr8 - 18058432 18058713 282 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
13432 PGOHUM00000249273 chr8 - 26112431 26114146 1380 0 0 0 0 ENSP00000458585_ENST00000571244 chrHG305_PATCH - 102733466 102745764 1874 0 0 0 0 Duplicated
13436 PGOHUM00000249277 chr8 - 26808828 26809007 180 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
13440 PGOHUM00000249280 chr8 - 27760778 27761005 228 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
13456 PGOHUM00000249294 chr8 - 36135271 36136403 1133 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
13479 PGOHUM00000249319 chr8 - 47738839 47739513 675 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
13480 PGOHUM00000249320 chr8 - 47739738 47740034 297 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
13481 PGOHUM00000249321 chr8 - 47749199 47750326 1128 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
13501 PGOHUM00000249341 chr8 - 53664312 53664524 213 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
13531 PGOHUM00000249370 chr8 - 68493820 68494938 1119 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
13532 PGOHUM00000249371 chr8 - 68495530 68497582 1751 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Duplicated
13533 PGOHUM00000249372 chr8 - 68497835 68499193 1359 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
13534 PGOHUM00000249373 chr8 - 68499190 68499333 144 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Ambiguous
13535 PGOHUM00000249374 chr8 - 68499321 68499966 646 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
13536 PGOHUM00000249375 chr8 - 68499969 68500636 668 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
13539 PGOHUM00000249377 chr8 - 70015308 70015590 283 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
13543 PGOHUM00000249381 chr8 - 71336365 71336810 446 0 0 0 0 ENSP00000211372_ENST00000211372 chrHSCHR6_MHC_QBL + 33168625 33173128 613 0 0 0 0 Processed
13609 PGOHUM00000249445 chr8 - 98920263 98920597 335 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Ambiguous
13618 PGOHUM00000249454 chr8 - 100508097 100508180 84 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
13648 PGOHUM00000249483 chr8 - 111945462 111946761 1300 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
13649 PGOHUM00000249484 chr8 - 111947182 111947866 685 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
13650 PGOHUM00000249485 chr8 - 112260878 112261128 251 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
13659 PGOHUM00000249495 chr8 - 121236550 121236687 138 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
13677 PGOHUM00000249515 chr8 - 140663682 140664076 395 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
13681 PGOHUM00000263524 chr8 - 143745771 143747476 1706 0 0 0 0 ENSP00000468566_ENST00000592696 chrHG418_PATCH - 143739742 143747880 8010 0 0 0 0 Processed
13695 PGOHUM00000249532 chr8 + 1674495 1674733 239 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Ambiguous
13713 PGOHUM00000249544 chr8 + 7177211 7177427 217 0 0 0 0 ENSP00000382951_ENST00000400079 chr8 - 12168470 12175824 240 0 0 0 0 Ambiguous
13715 PGOHUM00000258354 chr8 + 7234857 7235018 162 0 0 0 0 ENSP00000333234_ENST00000328698 chr11 + 71544245 71548607 222 0 0 0 0 Processed
13768 PGOHUM00000249586 chr8 + 18706767 18707216 450 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
13771 PGOHUM00000249589 chr8 + 20408711 20408917 207 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Ambiguous
13793 PGOHUM00000261520 chr8 + 30209523 30210818 1296 20 7.265874 20 0 ENSP00000449827_ENST00000551208 chrHSCHR6_MHC_QBL + 30677667 30681840 1458 0 0 0 0 Processed
13796 PGOHUM00000249612 chr8 + 32871598 32872542 945 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
13797 PGOHUM00000249613 chr8 + 32872786 32874560 1033 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Duplicated
13800 PGOHUM00000249616 chr8 + 33397702 33398010 309 0 0 0 0 ENSP00000470743_ENST00000595651 chrHG1497_PATCH + 153605839 153609948 2318 0 0 0 0 Ambiguous
13802 PGOHUM00000249618 chr8 + 36136477 36136998 522 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
13830 PGOHUM00000249649 chr8 + 47750400 47750821 422 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
13855 PGOHUM00000249673 chr8 + 58111668 58112134 311 0 0 0 0 ENSP00000470908_ENST00000594133 chrHG1486_PATCH - 16699847 16713305 819 0 0 0 0 Duplicated
13856 PGOHUM00000249674 chr8 + 58152651 58153116 317 0 0 0 0 ENSP00000470908_ENST00000594133 chrHG1486_PATCH - 16699847 16713305 819 0 0 0 0 Ambiguous
13877 PGOHUM00000249699 chr8 + 68495009 68495525 517 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
13940 PGOHUM00000249763 chr8 + 104097894 104098820 927 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
13941 PGOHUM00000249764 chr8 + 104099337 104100260 924 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
13942 PGOHUM00000249765 chr8 + 104101658 104102998 1341 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
13980 PGOHUM00000249803 chr8 + 134766981 134767691 711 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
13981 PGOHUM00000249804 chr8 + 134768087 134768897 811 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
13993 PGOHUM00000262502 chr8 + 145516164 145516238 75 0 0 0 0 ENSP00000454642_ENST00000567628 chrHG243_PATCH + 145346507 145364496 775 0 0 0 0 Ambiguous
14011 PGOHUM00000235953 chr9 - 5091607 5092078 472 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
14049 PGOHUM00000261527 chr9 - 21811655 21812345 691 0 0 0 0 ENSP00000449827_ENST00000551208 chrHSCHR6_MHC_QBL + 30677667 30681840 1458 0 0 0 0 Ambiguous
14198 PGOHUM00000236163 chr9 - 67272040 67281856 1160 0 0 0 0 ENSP00000456868_ENST00000561882 chrHG686_PATCH + 95352268 95368319 1044 0 0 0 0 Duplicated
14205 PGOHUM00000236175 chr9 - 68413481 68414238 758 0 0 0 0 ENSP00000456539_ENST00000569241 chrHG1032_PATCH + 191094928 191096999 1574 0 0 0 0 Ambiguous
14211 PGOHUM00000236181 chr9 - 69633979 69643802 933 0 0 0 0 ENSP00000456868_ENST00000561882 chrHG686_PATCH + 95352268 95368319 1044 0 0 0 0 Duplicated
14213 PGOHUM00000236183 chr9 - 69749486 69749641 156 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
14219 PGOHUM00000236190 chr9 - 70116173 70116334 162 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
14225 PGOHUM00000236197 chr9 - 70366632 70366787 156 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
14245 PGOHUM00000236218 chr9 - 80580063 80580277 215 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Ambiguous
14248 PGOHUM00000236221 chr9 - 81355904 81356236 333 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
14249 PGOHUM00000236222 chr9 - 81356637 81357659 1023 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
14252 PGOHUM00000236225 chr9 - 83178475 83179545 1071 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
14253 PGOHUM00000236226 chr9 - 83179949 83180880 932 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
14257 PGOHUM00000236230 chr9 - 85042262 85042938 677 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
14281 PGOHUM00000263223 chr9 - 93931866 93932326 461 0 0 0 0 ENSP00000463349_ENST00000577856 chrHG1287_PATCH - 147030420 147031204 785 0 0 0 0 Processed
14288 PGOHUM00000236261 chr9 - 95301334 95301459 126 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
14315 PGOHUM00000236290 chr9 - 104555738 104556016 279 0 0 0 0 ENSP00000355206_ENST00000361227 chrMT + 10058 10403 346 0 0 0 0 Processed
14342 PGOHUM00000236319 chr9 - 119942983 119943297 315 0 0 0 0 ENSP00000470743_ENST00000595651 chrHG1497_PATCH + 153605839 153609948 2318 0 0 0 0 Ambiguous
14364 PGOHUM00000260489 chr9 - 136131055 136132951 857 0 0 0 0 ENSP00000439154_ENST00000319878 chrHG79_PATCH - 136131199 136150735 1077 0 0 0 0 Duplicated
14383 PGOHUM00000236359 chr9 + 5091092 5091601 510 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
14384 PGOHUM00000236360 chr9 + 5094099 5095015 917 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
14385 PGOHUM00000236361 chr9 + 5095226 5096257 1032 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
14386 PGOHUM00000236362 chr9 + 5096665 5098193 1529 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
14387 PGOHUM00000236363 chr9 + 5098340 5099309 682 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Duplicated
14388 PGOHUM00000236364 chr9 + 5099569 5100232 664 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
14389 PGOHUM00000236365 chr9 + 5100235 5100916 682 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
14390 PGOHUM00000236366 chr9 + 5107232 5107567 336 0 0 0 0 ENSP00000355206_ENST00000361227 chrMT + 10058 10403 346 0 0 0 0 Ambiguous
14391 PGOHUM00000236367 chr9 + 5107636 5107928 293 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
14392 PGOHUM00000236368 chr9 + 5107934 5109288 1355 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
14393 PGOHUM00000236369 chr9 + 5109522 5110753 1232 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
14450 PGOHUM00000236429 chr9 + 31505493 31505943 451 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Ambiguous
14451 PGOHUM00000236430 chr9 + 31505954 31506622 669 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
14459 PGOHUM00000236439 chr9 + 33634055 33634295 241 0 0 0 0 ENSP00000455886_ENST00000566680 chrHG7_PATCH + 142360431 142361114 552 0 0 0 0 Ambiguous
14523 PGOHUM00000236510 chr9 + 42779843 42779998 156 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
14587 PGOHUM00000236587 chr9 + 66836659 66836781 123 0 0 0 0 ENSP00000472039_ENST00000599825 chr13 + 25591540 25591674 135 0 0 0 0 Processed
14589 PGOHUM00000236589 chr9 + 66931099 66931254 156 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
14688 PGOHUM00000236701 chr9 + 94871294 94871970 677 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
14689 PGOHUM00000236702 chr9 + 94872856 94873149 294 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
14690 PGOHUM00000236703 chr9 + 94873146 94874113 968 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
14743 PGOHUM00000236756 chr9 + 112062495 112063423 599 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
14799 PGOHUM00000241173 chrX - 5086958 5087479 522 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
14914 PGOHUM00000263902 chrX - 50111941 50213676 4042 0 0 0 0 ENSP00000469442_ENST00000598251 chrHG1433_PATCH - 50111879 50213721 3920 0 0 0 0 Duplicated
14953 PGOHUM00000241332 chrX - 55204666 55205169 504 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
14954 PGOHUM00000241333 chrX - 55205564 55206595 1032 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
14955 PGOHUM00000241334 chrX - 55206805 55207751 947 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
14991 PGOHUM00000241372 chrX - 69340205 69341311 1107 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
14992 PGOHUM00000241373 chrX - 69345193 69347220 1395 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Duplicated
14993 PGOHUM00000241374 chrX - 69347468 69348945 493 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Duplicated
15035 PGOHUM00000241418 chrX - 83658924 83659031 108 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
15090 PGOHUM00000264546 chrX - 101097704 101098447 405 12 13.950478 12 0 ENSP00000474598_ENST00000604790 chrHG1440_PATCH + 101571783 101581689 2103 0 0 0 0 Duplicated
15091 PGOHUM00000241474 chrX - 101263499 101264015 517 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
15100 PGOHUM00000241483 chrX - 103159259 103159660 402 0 0 0 0 ENSP00000470638_ENST00000598499 chrHG1441_PATCH - 103266075 103268615 894 0 0 0 0 Processed
15102 PGOHUM00000241486 chrX - 103317123 103317599 477 0 0 0 0 ENSP00000470638_ENST00000598499 chrHG1441_PATCH - 103266075 103268615 894 0 0 0 0 Processed
15150 PGOHUM00000241530 chrX - 123822359 123822687 329 0 0 0 0 ENSP00000447677_ENST00000547899 chrHSCHR17_1 - 44566754 44567101 348 0 0 0 0 Processed
15157 PGOHUM00000262828 chrX - 127290223 127290976 754 0 0 0 0 ENSP00000459885_ENST00000575875 chrHG729_PATCH - 8836095 8838683 795 0 0 0 0 Processed
15165 PGOHUM00000241545 chrX - 130571037 130571657 621 0 0 0 0 ENSP00000458329_ENST00000574470 chrHG142_HG150_NOVEL_TEST + 56150705 56152269 936 0 0 0 0 Ambiguous
15247 PGOHUM00000241631 chrX + 5087552 5088685 1134 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
15268 PGOHUM00000241652 chrX + 15745847 15746047 201 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
15417 PGOHUM00000241804 chrX + 62061981 62062974 994 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
15418 PGOHUM00000263912 chrX + 62063216 62063739 524 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
15445 PGOHUM00000241831 chrX + 69344263 69344763 501 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
15452 PGOHUM00000250076 chrX + 71264394 71264738 345 0 0 0 0 ENSP00000447677_ENST00000547899 chrHSCHR17_1 - 44566754 44567101 348 0 0 0 0 Processed
15534 PGOHUM00000241920 chrX + 102040605 102041531 927 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
15535 PGOHUM00000241921 chrX + 102051158 102052013 513 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Duplicated
15536 PGOHUM00000241922 chrX + 102052517 102053042 526 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
15537 PGOHUM00000241923 chrX + 102053323 102053858 536 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
15538 PGOHUM00000241924 chrX + 102054490 102054824 335 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
15539 PGOHUM00000241925 chrX + 102054893 102056018 1126 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
15540 PGOHUM00000241926 chrX + 102059559 102061047 1489 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
15541 PGOHUM00000241927 chrX + 102061711 102062745 1035 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
15546 PGOHUM00000241932 chrX + 103230403 103230879 477 0 0 0 0 ENSP00000470638_ENST00000598499 chrHG1441_PATCH - 103266075 103268615 894 0 0 0 0 Processed
15558 PGOHUM00000262172 chrX + 107626627 107627229 489 0 0 0 0 ENSP00000463502_ENST00000579578 chrHG311_PATCH + 118380817 118404608 1410 0 0 0 0 Duplicated
15583 PGOHUM00000261817 chrX + 117262710 117262941 232 0 0 0 0 ENSP00000449827_ENST00000551208 chrHSCHR6_MHC_QBL + 30677667 30681840 1458 0 0 0 0 Ambiguous
15614 PGOHUM00000241996 chrX + 125605322 125606433 1112 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
15615 PGOHUM00000241997 chrX + 125606712 125606870 159 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Ambiguous
15616 PGOHUM00000241998 chrX + 125606867 125607265 399 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Ambiguous
15617 PGOHUM00000241999 chrX + 125863086 125864203 1118 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
15676 PGOHUM00000242056 chrX + 142520835 142521748 914 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
15748 PGOHUM00000233692 chrY - 8231576 8231999 424 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Ambiguous
15774 PGOHUM00000261823 chrY - 10009222 10010261 1040 0 0 0 0 ENSP00000456539_ENST00000569241 chrHG1032_PATCH + 191094928 191096999 1574 0 0 0 0 Ambiguous
15779 PGOHUM00000233735 chrY - 13288128 13288739 612 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
15780 PGOHUM00000262151 chrY - 13309480 13310718 384 0 0 0 0 ENSP00000383520_ENST00000400681 chrGL000218.1 - 38791 97420 727 0 0 0 0 Duplicated
15781 PGOHUM00000261018 chrY - 13311167 13311632 466 0 0 0 0 ENSP00000383639_ENST00000400839 chrGL000194.1 - 53589 56131 2198 0 0 0 0 Processed
15786 PGOHUM00000233740 chrY - 13601093 13601248 156 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
15800 PGOHUM00000233756 chrY - 19630258 19630555 224 0 0 0 0 ENSP00000454878_ENST00000561967 chrHG905_PATCH - 97056 99292 1413 0 0 0 0 Duplicated
15891 PGOHUM00000263918 chrY - 26421953 26422535 583 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
15902 PGOHUM00000263347 chrY - 27539208 27539938 731 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
15926 PGOHUM00000261035 chrY - 28772669 28773407 739 0 0 0 0 ENSP00000461135_ENST00000576892 chrHG1497_PATCH - 152795540 152806790 1289 0 0 0 0 Processed
15950 PGOHUM00000233913 chrY + 8232097 8233190 1094 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
15970 PGOHUM00000233937 chrY + 13289032 13290090 1059 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
16021 PGOHUM00000233987 chrY + 20549221 20549518 224 0 0 0 0 ENSP00000454878_ENST00000561967 chrHG905_PATCH - 97056 99292 1413 0 0 0 0 Duplicated
16094 PGOHUM00000263352 chrY + 26422502 26423232 731 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
16105 PGOHUM00000263923 chrY + 27539905 27540486 582 0 0 0 0 ENSP00000470663_ENST00000599140 chrHG736_PATCH - 56884714 56885556 648 0 0 0 0 Processed
16144 PGOHUM00000264553 chrHG1079_PATCH - 54744809 54745132 324 0 0 0 0 ENSP00000469203_ENST00000601626 chrHSCHR19LRC_COX2_CTG1 - 54847004 54847680 421 0 0 0 0 Processed
16152 PGOHUM00000262524 chrHG1133_PATCH - 11201264 11202160 897 0 0 0 0 ENSP00000461514_ENST00000574336 chrHG1133_PATCH - 11174216 11175217 1002 0 0 0 0 Processed
16158 PGOHUM00000263926 chrHG1146_PATCH - 43838489 43838686 198 0 0 0 0 ENSP00000448511_ENST00000547091 chrHSCHR17_1 - 43904775 43906057 279 0 0 0 0 Processed
16163 PGOHUM00000263931 chrHG1146_PATCH + 43790071 43790268 198 0 0 0 0 ENSP00000448511_ENST00000547091 chrHSCHR17_1 - 43904775 43906057 279 0 0 0 0 Processed
16197 PGOHUM00000264567 chrHG1287_PATCH - 145681424 145681621 198 0 0 0 0 ENSP00000474255_ENST00000579225 chrHG1293_PATCH + 206266905 206367033 1108 0 0 0 0 Processed
16235 PGOHUM00000263299 chrHG1292_PATCH + 120883592 120884394 803 0 0 0 0 ENSP00000462722_ENST00000577843 chrHG1287_PATCH + 145901265 145902352 1088 0 0 0 0 Processed
16238 PGOHUM00000264607 chrHG1292_PATCH + 121777067 121777264 198 0 0 0 0 ENSP00000474255_ENST00000579225 chrHG1293_PATCH + 206266905 206367033 1108 0 0 0 0 Processed
16306 PGOHUM00000264037 chrHG1441_PATCH - 103159267 103159668 402 0 0 0 0 ENSP00000470638_ENST00000598499 chrHG1441_PATCH - 103266075 103268615 894 0 0 0 0 Processed
16308 PGOHUM00000264039 chrHG1441_PATCH - 103317488 103317964 477 0 0 0 0 ENSP00000470638_ENST00000598499 chrHG1441_PATCH - 103266075 103268615 894 0 0 0 0 Processed
16310 PGOHUM00000264041 chrHG1441_PATCH + 103230754 103231230 477 0 0 0 0 ENSP00000470638_ENST00000598499 chrHG1441_PATCH - 103266075 103268615 894 0 0 0 0 Processed
16325 PGOHUM00000264057 chrHG1458_PATCH + 142520827 142521740 914 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
16374 PGOHUM00000262561 chrHG151_NOVEL_TEST + 56518728 56519632 905 0 0 0 0 ENSP00000458970_ENST00000571130 chrHG151_NOVEL_TEST + 56478941 56479858 918 0 0 0 0 Processed
16381 PGOHUM00000264618 chrHG1592_PATCH - 106521894 106522195 302 0 0 0 0 ENSP00000475103_ENST00000604930 chrHG1592_PATCH - 106734944 106735476 430 0 0 0 0 Processed
16387 PGOHUM00000264624 chrHG1592_PATCH - 106724100 106724420 321 0 0 0 0 ENSP00000474379_ENST00000603914 chrHG1592_PATCH - 107023274 107023813 437 0 0 0 0 Processed
16396 PGOHUM00000264633 chrHG1592_PATCH - 106863008 106863315 308 0 0 0 0 ENSP00000475103_ENST00000604930 chrHG1592_PATCH - 106734944 106735476 430 0 0 0 0 Processed
16406 PGOHUM00000264643 chrHG1592_PATCH - 107132415 107132735 321 0 0 0 0 ENSP00000474379_ENST00000603914 chrHG1592_PATCH - 107023274 107023813 437 0 0 0 0 Processed
16409 PGOHUM00000264646 chrHG1592_PATCH - 107170184 107170489 306 0 0 0 0 ENSP00000474553_ENST00000604008 chrHG1592_PATCH - 106471433 106471910 393 0 0 0 0 Processed
16410 PGOHUM00000264647 chrHG1592_PATCH - 107194501 107194812 312 0 0 0 0 ENSP00000475103_ENST00000604930 chrHG1592_PATCH - 106734944 106735476 430 0 0 0 0 Processed
